"","SigID","log","rFq_morph","Community","GoalID","Mau_duration","MorphID","rFq_action","Gesture_actionID","Pau_duration"
"142","ID_12",1.20567136096152,0.088135593220339,"Waibira","Goal_1",1.434,"Morph_1",0.213559322033898,"G_action_1",3.339
"143","ID_12",1.16813835131672,0.088135593220339,"Waibira","Goal_1",1.869,"Morph_1",0.213559322033898,"G_action_1",3.216
"144","ID_12",0.117783035656383,0.088135593220339,"Waibira","Goal_12",1.125,"Morph_1",0.213559322033898,"G_action_1",1.125
"145","ID_12",1.21491274436427,0.088135593220339,"Waibira","Goal_1",1.676,"Morph_1",0.213559322033898,"G_action_1",3.37
"146","ID_12",0.774266231844737,0.0203389830508475,"Waibira","Goal_1",2.169,"Morph_4",0.213559322033898,"G_action_1",2.169
"147","ID_12",1.08112697432709,0.0322033898305085,"Waibira","Goal_1",2.404,"Morph_3",0.141525423728814,"G_action_2",2.948
"148","ID_12",0.985443590562472,0.0271186440677966,"Waibira","Goal_1",1.072,"Morph_35",0.141525423728814,"G_action_2",2.679
"149","ID_12",-1.03845836584836,0.0474576271186441,"Waibira","Goal_17",0.354,"Morph_43",0.05,"G_action_16",0.354
"150","ID_12",-0.744440474947496,0.0474576271186441,"Waibira","Goal_17",0.475,"Morph_43",0.05,"G_action_16",0.475
"151","ID_12",-0.742337424750717,0.0245762711864407,"Waibira","Goal_17",0.476,"Morph_41",0.0305084745762712,"G_action_24",0.476
"152","ID_12",-0.928869514081015,0.0245762711864407,"Waibira","Goal_17",0.395,"Morph_41",0.0305084745762712,"G_action_24",0.395
"153","ID_12",-0.738144546490681,0.0245762711864407,"Waibira","Goal_17",0.478,"Morph_41",0.0305084745762712,"G_action_24",0.478
"154","ID_12",-0.832409247893453,0.0474576271186441,"Waibira","Goal_17",0.435,"Morph_43",0.05,"G_action_16",0.435
"155","ID_12",-0.514164525031505,0.0474576271186441,"Waibira","Goal_17",0.598,"Morph_43",0.05,"G_action_16",0.598
"156","ID_12",0.361164849211584,0.0449152542372881,"Waibira","Goal_17",1.435,"Morph_21",0.213559322033898,"G_action_1",1.435
"157","ID_12",-0.685179010910768,0.0474576271186441,"Waibira","Goal_17",0.504,"Morph_43",0.05,"G_action_16",0.504
"158","ID_12",-0.283690051182243,0.0474576271186441,"Waibira","Goal_17",0.753,"Morph_43",0.05,"G_action_16",0.753
"159","ID_12",-0.353821874956326,0.00508474576271186,"Waibira","Goal_17",0.702,"Morph_44",0.0305084745762712,"G_action_24",0.702
"160","ID_12",-0.748659890490204,0.00423728813559322,"Waibira","Goal_17",0.473,"Morph_36",0.05,"G_action_16",0.473
"161","ID_12",-0.454130280089445,0.00593220338983051,"Waibira","Goal_17",0.635,"Morph_45",0.00593220338983051,"G_action_26",0.635
"162","ID_12",-0.667479433811368,0.00254237288135593,"Waibira","Goal_17",0.513,"Morph_46",0.05,"G_action_16",0.513
"163","ID_12",0.17730901497041,0.014406779661017,"Waibira","Goal_17",0.635,"Morph_28",0.0110169491525424,"G_action_20",1.194
"164","ID_12",1.10922246778013,0.0449152542372881,"Waibira","Goal_17",1.368,"Morph_21",0.213559322033898,"G_action_1",3.032
"165","ID_12",-0.174353387144778,0.00423728813559322,"Waibira","Goal_17",0.84,"Morph_36",0.05,"G_action_16",0.84
"166","ID_12",0.750472247179215,0.0449152542372881,"Waibira","Goal_17",0.918,"Morph_21",0.213559322033898,"G_action_1",2.118
"167","ID_12",-0.286349627218002,0.0474576271186441,"Waibira","Goal_17",0.751,"Morph_43",0.00423728813559322,"G_action_27",0.751
"168","ID_12",0.483043242753539,0.0406779661016949,"Waibira","Goal_17",1.146,"Morph_2",0.213559322033898,"G_action_1",1.621
"169","ID_12",1.49939980722516,0.088135593220339,"Waibira","Goal_17",1.983,"Morph_1",0.213559322033898,"G_action_1",4.479
"170","ID_12",1.5020753941056,0.088135593220339,"Waibira","Goal_17",1.589,"Morph_1",0.213559322033898,"G_action_1",4.491
"171","ID_12",-1.45243416362444,0.0474576271186441,"Waibira","Goal_17",0.234,"Morph_43",0.05,"G_action_16",0.234
"172","ID_12",-0.928869514081015,0.0245762711864407,"Waibira","Goal_17",0.395,"Morph_41",0.0305084745762712,"G_action_24",0.395
"173","ID_12",-0.334075112021491,0.0474576271186441,"Waibira","Goal_17",0.716,"Morph_43",0.05,"G_action_16",0.716
"174","ID_12",-0.590590592234853,0.026271186440678,"Waibira","Goal_10",0.554,"Morph_11",0.0330508474576271,"G_action_7",0.554
"175","ID_12",-0.588787165235702,0.0474576271186441,"Waibira","Goal_17",0.555,"Morph_43",0.00423728813559322,"G_action_27",0.555
"176","ID_12",-0.665532013526972,0.0474576271186441,"Waibira","Goal_17",0.514,"Morph_43",0.05,"G_action_16",0.514
"177","ID_12",-0.277071893339765,0.0474576271186441,"Waibira","Goal_17",0.758,"Morph_43",0.05,"G_action_16",0.758
"178","ID_12",-0.928869514081015,0.00508474576271186,"Waibira","Goal_17",0.395,"Morph_27",0.05,"G_action_16",0.395
"179","ID_12",-0.823255865906966,0.0474576271186441,"Waibira","Goal_17",0.439,"Morph_43",0.05,"G_action_16",0.439
"180","ID_12",-0.827822083886547,0.0474576271186441,"Waibira","Goal_17",0.437,"Morph_43",0.05,"G_action_16",0.437
"181","ID_12",-0.825536368605691,0.0474576271186441,"Waibira","Goal_17",0.438,"Morph_43",0.05,"G_action_16",0.438
"182","ID_12",-0.388607991041741,0.0474576271186441,"Waibira","Goal_17",0.678,"Morph_43",0.05,"G_action_16",0.678
"183","ID_12",0.535908404133454,0.0406779661016949,"Waibira","Goal_17",1.313,"Morph_2",0.213559322033898,"G_action_1",1.709
"184","ID_12",1.28315360220038,0.088135593220339,"Waibira","Goal_17",1.507,"Morph_1",0.213559322033898,"G_action_1",3.608
"185","ID_12",0.0769610411361284,0.00338983050847458,"Waibira","Goal_17",1.08,"Morph_47",0.0194915254237288,"G_action_19",1.08
"186","ID_12",1.53643701954961,0.088135593220339,"Waibira","Goal_17",1.72,"Morph_1",0.213559322033898,"G_action_1",4.648
"187","ID_12",-0.742337424750717,0.0245762711864407,"Waibira","Goal_17",0.476,"Morph_41",0.0305084745762712,"G_action_24",0.476
"188","ID_12",-0.583396316600826,0.0474576271186441,"Waibira","Goal_17",0.558,"Morph_43",0.05,"G_action_16",0.558
"189","ID_12",-0.928869514081015,0.0474576271186441,"Waibira","Goal_17",0.395,"Morph_43",0.05,"G_action_16",0.395
"190","ID_12",-0.740238788093796,0.0474576271186441,"Waibira","Goal_17",0.477,"Morph_43",0.05,"G_action_16",0.477
"191","ID_12",-0.916290731874155,0.0245762711864407,"Waibira","Goal_17",0.4,"Morph_41",0.0305084745762712,"G_action_24",0.4
"192","ID_12",0.737642420446497,0.088135593220339,"Waibira","Goal_17",1.498,"Morph_1",0.213559322033898,"G_action_1",2.091
"193","ID_12",-1.0300194972025,0.0245762711864407,"Waibira","Goal_17",0.357,"Morph_41",0.0305084745762712,"G_action_24",0.357
"194","ID_12",-0.823255865906966,0.0474576271186441,"Waibira","Goal_17",0.439,"Morph_43",0.05,"G_action_16",0.439
"195","ID_12",-0.588787165235702,0.0474576271186441,"Waibira","Goal_17",0.555,"Morph_43",0.05,"G_action_16",0.555
"196","ID_12",-0.512493680866688,0.0161016949152542,"Waibira","Goal_17",0.599,"Morph_30",0.0194915254237288,"G_action_19",0.599
"197","ID_12",-0.514164525031505,0.0474576271186441,"Waibira","Goal_17",0.598,"Morph_43",0.05,"G_action_16",0.598
"198","ID_12",-1.61445045425764,0.0474576271186441,"Waibira","Goal_17",0.199,"Morph_43",0.05,"G_action_16",0.199
"199","ID_12",-0.834710744881732,0.0474576271186441,"Waibira","Goal_17",0.434,"Morph_43",0.05,"G_action_16",0.434
"200","ID_12",-0.234457311214483,0.0474576271186441,"Waibira","Goal_17",0.791,"Morph_43",0.00423728813559322,"G_action_27",0.791
"201","ID_12",-0.657780036722654,0.0245762711864407,"Waibira","Goal_17",0.518,"Morph_41",0.0305084745762712,"G_action_24",0.518
"202","ID_12",-0.832409247893453,0.0474576271186441,"Waibira","Goal_17",0.435,"Morph_43",0.05,"G_action_16",0.435
"203","ID_12",-0.460449416440924,0.0474576271186441,"Waibira","Goal_17",0.631,"Morph_43",0.05,"G_action_16",0.631
"204","ID_12",-0.675307262431614,0.0161016949152542,"Waibira","Goal_17",0.509,"Morph_30",0.0194915254237288,"G_action_19",0.509
