,ClipName,Record.,Signaller,Recipient,SequenceID,SequenceSize,Gesture,P,Duration,Category,logduration
497,BudongoBF 2013-11-07 Clip 3 08;36;19 KL KT copulate KC (ZG ZD),703,Kato,Kalema,495,2,Raise arm,0.016071429,1.12,Manual,0.113328685
498,BudongoBF 2013-11-26 Clip 31 12;29;01 KT KA copulate (KS ZD HT KU vis),704,Kato,Katia,496,1,Object shake,0.473214286,2.2,Manual,0.78845736
499,BudongoBF 2013-12-09 Clip 2 10;48;25 KT OK solicit,96,Kato,Oakland,499,1,Object shake,0.473214286,1.12,Manual,0.113328685
500,BudongoBF 2013-12-09 Clip 3 10;49;26 KT OK solicit,706,Kato,Oakland,500,2,Big Loud Scratch,0.023214286,1.4,Manual,0.336472237
501,BudongoBF 2013-12-09 Clip 3 10;49;26 KT OK solicit,706,Kato,Oakland,500,2,Object shake,0.473214286,2,Manual,0.693147181
502,BudongoBF 2013-12-31 Clip 33 10;13;07 SQ KY copulate (NB NK KT ZL ZD FD FK HW),719,Squibs,Kewaya,502,1,Object shake,0.473214286,2.2,Manual,0.78845736
503,BudongoBF 2014-01-04 Clip 10 12;34;09 SM UP fail solicit,828,Simon,Upesi,504,1,Leaf clipping,0.0625,2.36,Manual,0.858661619
504,BudongoBF 2014-01-05 Clip 38 11;06;29 KT KY solicit penis flick,106,Kato,Kewaya,506,1,Object shake,0.473214286,3.28,Manual,1.187843422
505,BudongoBF 2014-01-05 Clip 15 08;48;19 PS IR copulate (SM UP HW),168,Pascal,Irene,512,1,Hit object/ground,0.082142857,0.48,Manual,-0.733969175
506,BudongoBF 2014-01-05 Clip 15 08;48;19 PS IR copulate (SM UP HW),168,Pascal,Irene,513,1,Present: genitals forwards,0.046428571,1.12,Body,0.113328685
507,BudongoBF 2014-01-05 Clip 38 11;06;29 KT KY solicit penis flick,172,Kato,Kewaya,519,2,Object shake,0.473214286,0.64,Manual,-0.446287103
508,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,520,1,Big Loud Scratch,0.023214286,4.88,Manual,1.58514522
509,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,521,1,Object shake,0.473214286,1.04,Manual,0.039220713
510,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,522,1,Object shake,0.473214286,0.92,Manual,-0.083381609
511,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,523,3,Hit object/ground,0.082142857,0.56,Manual,-0.579818495
512,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,523,3,Hit object/ground,0.082142857,0.64,Manual,-0.446287103
513,BudongoBF 2014-01-05 Clip 39 11;07;19 KT KY solicit,172,Kato,Kewaya,523,3,Raise arm,0.016071429,0.72,Manual,-0.328504067
514,BudongoBF 2014-01-05 Clip 47 12;42;42 FK KY copulate,173,Frank,Kewaya,524,2,Object shake,0.473214286,2.92,Manual,1.071583616
515,BudongoBF 2014-01-05 Clip 47 12;42;42 FK KY copulate,173,Frank,Kewaya,525,1,Present: genitals forwards,0.046428571,1.68,Body,0.518793793
516,BudongoBF 2014-01-14 Clip 18 12;08;21 FD RH copulate (SM WL vis),809,Fred,Ruhara,527,2,Present: genitals forwards,0.046428571,1.04,Body,0.039220713
517,BudongoBF 2014-01-14 Clip 18 12;08;21 FD RH copulate (SM WL vis),809,Fred,Ruhara,527,2,Raise arm,0.016071429,1.04,Manual,0.039220713
518,BudongoBF 2014-01-14 Clip 18 12;08;21 FD RH copulate (SM WL vis),809,Fred,Ruhara,528,2,Object shake,0.473214286,3.56,Manual,1.269760545
519,BudongoBF 2014-01-14 Clip 18 12;08;21 FD RH copulate (SM WL vis),809,Fred,Ruhara,528,2,Rocking: sitting,0.025,1.4,Body,0.336472237
520,BudongoBF 2014-01-14 Clip 20 12;10;15 ZD RH copulate (FD),811,Zed,Ruhara,529,1,Leaf clipping,0.0625,6.44,Manual,1.86252854
521,BudongoBF 2014-01-14 Clip 20 12;10;15 ZD RH copulate (FD),811,Zed,Ruhara,530,1,Present: genitals forwards,0.046428571,0.56,Body,-0.579818495
522,BudongoBF 2014-01-15 Clip 1 08;07;03 ZG RH copulate (FL KY RS AN WL KW),798,Zig,Ruhara,531,2,Present: genitals forwards,0.046428571,1.28,Body,0.246860078
523,BudongoBF 2014-01-15 Clip 1 08;07;03 ZG RH copulate (FL KY RS AN WL KW),798,Zig,Ruhara,531,2,Raise arm,0.016071429,0.32,Manual,-1.139434283
524,BudongoBF 2014-01-22 Clip 20 10;42;01 KT OK copulate (HT KS JN KU NT FK),724,Kato,Oakland,532,2,Present: genitals forwards,0.046428571,0.96,Body,-0.040821995
525,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,535,2,Object shake,0.473214286,1.52,Manual,0.418710335
526,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,535,2,Rocking: sitting,0.025,1.6,Body,0.470003629
527,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,536,2,Raise arm,0.016071429,0.68,Manual,-0.385662481
528,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,536,2,Rocking: sitting,0.025,2.48,Body,0.90825856
529,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,537,1,Big Loud Scratch,0.023214286,2.56,Manual,0.940007258
530,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,538,2,Reach: wrist,0.003571429,0.96,Manual,-0.040821995
531,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,538,2,Rocking: sitting,0.025,2.04,Body,0.712949808
532,"BudongoBF 2014-01-22 Clip 4 08;37;13 FK OK copulate (JM interfere, IR vis)",785,Frank,Oakland,539,1,Present: genitals forwards,0.046428571,0.96,Body,-0.040821995
533,BudongoBF 2014-01-22 Clip 7 09;08;01 OK KS copulate (JN JM),787,Kasigwa,Oakland,540,1,Raise arm,0.016071429,0.44,Manual,-0.820980552
534,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,548,2,Locomote: bipedal,0.001785714,2.12,Body,0.751416089
535,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,548,2,Object shake,0.473214286,1.36,Manual,0.3074847
536,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,549,1,Object shake,0.473214286,1.36,Manual,0.3074847
537,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,550,2,Present: genitals forwards,0.046428571,0.4,Body,-0.916290732
538,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,550,2,Swing,0.039285714,1.2,Manual,0.182321557
539,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,551,2,Present: genitals forwards,0.046428571,0.48,Body,-0.733969175
540,BudongoBF 2014-01-23 Clip 6 10;07;46 FD OK copulate (JM JN KR HW KZ vis),767,Fred,Oakland,551,2,Rocking: sitting,0.025,4.8,Body,1.568615918
541,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,552,2,Hit object/ground,0.082142857,0.24,Manual,-1.427116356
542,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,552,2,Hit object/ground,0.082142857,0.36,Manual,-1.021651248
543,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,553,3,Hit object/ground,0.082142857,0.32,Manual,-1.139434283
544,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,553,3,Hit object/ground,0.082142857,0.28,Manual,-1.272965676
545,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,553,3,Object shake,0.473214286,0.48,Manual,-0.733969175
546,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,554,3,Present: genitals forwards,0.046428571,0.92,Body,-0.083381609
547,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,554,3,Raise arm,0.016071429,0.72,Manual,-0.328504067
548,"BudongoBF 2014-01-23 Clip 20 13;59;46 KS OK copulate, KJ KA inspect",778,Kasigwa,Oakland,554,3,Rocking: sitting,0.025,0.76,Body,-0.274436846
549,BudongoBF 2014-01-23 Clip 24 14;14;44 KS OK copulate (NT),782,Kasigwa,Oakland,556,2,Hit object/ground,0.082142857,0.6,Manual,-0.510825624
550,BudongoBF 2014-02-01 Clip 1 08;05;14 KY PS copulate (JT TJ vis),741,Pascal,Kewaya,557,1,Present: genitals forwards,0.046428571,1.84,Body,0.609765572
551,"BudongoBF 2014-02-01 Clip 4 08;14;59 KS KA copulate (KY vis, NK TJ JT ML aud)",744,Kasigwa,Katia,558,2,Leaf clipping,0.0625,3.84,Manual,1.345472367
552,"BudongoBF 2014-02-01 Clip 4 08;14;59 KS KA copulate (KY vis, NK TJ JT ML aud)",744,Kasigwa,Katia,558,2,Stomp object/ground,0.042857143,0.52,Manual,-0.653926467
553,"BudongoBF 2014-02-01 Clip 5 08;16;03 FK aggress KA KY, copulate KY, female competition ",745,Frank,Kewaya,561,3,Present: genitals forwards,0.046428571,0.92,Body,-0.083381609
554,"BudongoBF 2014-02-01 Clip 5 08;16;03 FK aggress KA KY, copulate KY, female competition ",745,Frank,Kewaya,561,3,Rocking: sitting,0.025,1.6,Body,0.470003629
555,"BudongoBF 2014-02-01 Clip 5 08;16;03 FK aggress KA KY, copulate KY, female competition ",745,Frank,Kewaya,561,3,Swing: directed,0.005357143,0.64,Manual,-0.446287103
556,"BudongoBF 2014-02-01 Clip 5 08;16;03 FK aggress KA KY, copulate KY, female competition ",745,Frank,Kewaya,564,1,Object shake,0.473214286,1.44,Manual,0.364643114
557,11.115,1055,Duane,Lola,562,1,Object shake,0.473214286,1.56,Manual,0.444685821
558,"BudongoBF 2014-02-01 Clip 5 08;16;03 FK aggress KA KY, copulate KY, female competition ",745,Frank,Kewaya,563,1,Object shake,0.473214286,0.8,Manual,-0.223143551
559,BudongoBF 2014-02-01 Clip 15 10;15;54 NK RS inspect,755,Nick,Rose,565,1,Stomp object/ground,0.042857143,0.36,Manual,-1.021651248
560,BudongoBF 2014-02-01 Clip 15 10;15;54 NK RS inspect,755,Nick,Rose,566,1,Beckon,0.001785714,0.64,Manual,-0.446287103
