"","Communication_number","gesture_record_anon","morphs_anon","Signaller","Goal","Lumped_Gs","morph","Social_unit","log","rFq_morph","rFq_action"
"5688","250017","Action_2","Morph_4","FANLE","Staysame","Bigloudscratch","BigLoudScratch.2","Bossou",1.01269122616047,0.0150375939849624,0.0241675617615467
"5689","250017","Action_50","Morph_109","FANLE","Staysame","Shake","Shake.3","Bossou",0.255417111864505,0.0177228786251343,0.0343716433941998
"5690","250042a","Action_46","Morph_103","FLANLE","Play","Rockingbipedal","Rocking.1","Bossou",0.507419830631158,0.00322234156820623,0.00214822771213749
"5691","250042a","Action_61","Morph_130","FLANLE","Play","Throwobject","ThrowObject.1","Bossou",0.511025603768657,0.0161117078410312,0.0161117078410312
"5692","250146","Action_54","Morph_114","FLANLE","Play","Stancebipedal","StanceBipedal.1","Bossou",1.25133337568577,0.0171858216970999,0.0171858216970999
"5693","250146","Action_28","Morph_56","FLANLE","Play","Locomotebipedal","LocomoteBipedal.1","Bossou",0.759870812602853,0.0112781954887218,0.0155746509129968
"5694","250146","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",0.544647172241501,0.0204081632653061,0.0204081632653061
"5695","250146","Action_43","Morph_96","FLANLE","Play","Raise","Raise.1","Bossou",-0.675307262431614,0.0268528464017186,0.0349087003222342
"5696","250002b","Action_39","Morph_82","FANA","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Bossou",1.11874165996328,0.0354457572502685,0.0290010741138561
"5697","250129","Action_17","Morph_39","FLANLE","Play","Hitobject","HitObject.1","Bossou",-0.167235919375914,0.0327604726100967,0.0408163265306122
"5698","250129","Action_33","Morph_61","FLANLE","Play","Objectmove","ObjectMove.1","Bossou",0.185649346886629,0.0193340494092374,0.0349087003222342
"5699","250129","Action_24","Morph_51","FLANLE","Play","Jump","Jump.1","Bossou",-0.484508315448617,0.0128893662728249,0.0128893662728249
"5700","250015","Action_50","Morph_109","FANLE","Staysame","Shake","Shake.3","Bossou",-0.360969868221613,0.0177228786251343,0.0343716433941998
"5701","250015","Action_2","Morph_4","FANLE","Staysame","Bigloudscratch","BigLoudScratch.2","Bossou",1.96206467352626,0.0150375939849624,0.0241675617615467
"5702","250078","Action_4","Morph_13","FANA","Affiliation","Bitekiss","Bite.5","Bossou",1.14103300455206,0.0075187969924812,0.0306122448979592
"5703","250078","Action_4","Morph_13","FANA","Affiliation","Bitekiss","Bite.5","Bossou",0.816249377693929,0.0075187969924812,0.0306122448979592
"5704","250008","Action_13","Morph_27","FOAF","Stopbehaviour","Fling","Fling.1","Bossou",-0.931404369684203,0.056390977443609,0.0773361976369495
"5705","250065","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.348541960708543,0.0193340494092374,0.0193340494092374
"5706","250014","Action_13","Morph_28","FOAF","Stopbehaviour","Fling","Fling.2","Bossou",-0.721546655081643,0.0209452201933405,0.0773361976369495
"5707","250043","Action_48","Morph_104","FOAF","Playcontinue","Rollover","RollOver.1","Bossou",0.526502103150998,0.00429645542427497,0.00429645542427497
"5708","250134","Action_61","Morph_130","FLANLE","Play","Throwobject","ThrowObject.1","Bossou",0.137149838147234,0.0161117078410312,0.0161117078410312
"5709","250019","Action_50","Morph_109","FANLE","Staysame","Shake","Shake.3","Bossou",0.0421011760186353,0.0177228786251343,0.0343716433941998
"5710","250019","Action_50","Morph_109","FANLE","Staysame","Shake","Shake.3","Bossou",0.506817602368452,0.0177228786251343,0.0343716433941998
"5711","250019","Action_5","Morph_17","FANLE","Staysame","Bounce","Bounce.1","Bossou",1.80319384685372,0.0204081632653061,0.0204081632653061
"5712","250019","Action_50","Morph_109","FANLE","Staysame","Shake","Shake.3","Bossou",0.238229188732251,0.0177228786251343,0.0343716433941998
"5713","250060","Action_61","Morph_130","FLANLE","Play","Throwobject","ThrowObject.1","Bossou",0.51402051466251,0.0161117078410312,0.0161117078410312
"5714","250060","Action_50","Morph_109","FLANLE","Play","Shake","Shake.3","Bossou",-0.679244275390954,0.0177228786251343,0.0343716433941998
"5715","250011","Action_21","Morph_39","FOAF","Stopbehaviour","Hittingobject","HitObject.1","Bossou",-0.579818495252942,0.0327604726100967,0.0118152524167562
"5716","250041b","Action_45","Morph_101","JEJE","Stopbehaviour","Reach","Reach.2","Bossou",-0.657780036722654,0.027389903329753,0.0719656283566058
"5717","250010","Action_3","Morph_15","FANWA","Affiliation","Bite","Bite.7","Bossou",0.162118849476435,0.0037593984962406,0.00644468313641246
"5718","250074","Action_42","Morph_90","FANLE","Groom","Push","Push.3","Bossou",0.698134722070984,0.0134264232008593,0.0596133190118153
"5719","250036","Action_24","Morph_51","FLANLE","Play","Jump","Jump.1","Bossou",-0.336872316642553,0.0128893662728249,0.0128893662728249
"5720","250036","Action_17","Morph_42","FLANLE","Play","Hitobject","HitObject.4","Bossou",-0.455706324544911,0.00590762620837809,0.0408163265306122
"5721","250036","Action_29","Morph_58","FLANLE","Play","Locomotegallop","LocomoteGallop.1","Bossou",0.17730901497041,0.0134264232008593,0.0134264232008593
"5722","250036","Action_34","Morph_66","FLANLE","Play","Objectshake","ObjectShake.2","Bossou",0.287432041196572,0.00322234156820623,0.014500537056928
"5723","250036","Action_34","Morph_65","FLANLE","Play","Objectshake","ObjectShake.1","Bossou",0.354171813720614,0.00966702470461869,0.014500537056928
"5724","250061","Action_34","Morph_65","FLANLE","Playcontinue","Objectshake","ObjectShake.1","Bossou",0.306749135169007,0.00966702470461869,0.014500537056928
"5725","250061","Action_43","Morph_96","FLANLE","Playcontinue","Raise","Raise.1","Bossou",-0.388607991041741,0.0268528464017186,0.0349087003222342
"5726","250018","Action_4","Morph_13","JIRE","Affiliation","Bitekiss","Bite.5","Bossou",1.11579711342221,0.0075187969924812,0.0306122448979592
"5727","250052","Action_33","Morph_63","FLANLE","Play","Objectmove","ObjectMove.3","Bossou",0.0573250666192694,0.00214822771213749,0.0349087003222342
"5728","250052","Action_33","Morph_62","FLANLE","Play","Objectmove","ObjectMove.2","Bossou",0.059211859631846,0.0123523093447905,0.0349087003222342
"5729","250052","Action_33","Morph_62","FLANLE","Play","Objectmove","ObjectMove.2","Bossou",0.193920692637306,0.0123523093447905,0.0349087003222342
"5730","250052","Action_29","Morph_58","FLANLE","Play","Locomotegallop","LocomoteGallop.1","Bossou",0.765002617660373,0.0134264232008593,0.0134264232008593
"5731","250124","Action_45","Morph_101","FANA","Affiliation","Reach","Reach.2","Bossou",1.39426253076907,0.027389903329753,0.0719656283566058
"5732","250144b","Action_13","Morph_27","FANA","Play","Fling","Fling.1","Bossou",-0.0932123817221787,0.056390977443609,0.0773361976369495
"5733","250024b","Action_31","Morph_59","JEJE","Stopbehaviour","Lunge","Lunge.1","Bossou",0.0980337402713654,0.00214822771213749,0.00214822771213749
"5734","250024b","Action_17","Morph_39","JEJE","Stopbehaviour","Hitobject","HitObject.1","Bossou",-0.24079848655293,0.0327604726100967,0.0408163265306122
"5735","250126","Action_13","Morph_28","FANLE","Moveaway","Fling","Fling.2","Bossou",-0.941608539858445,0.0209452201933405,0.0773361976369495
"5736","250034","Action_17","Morph_39","FLANLE","Play","Hitobject","HitObject.1","Bossou",0.0372957847436969,0.0327604726100967,0.0408163265306122
"5737","250034","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",0.89527136465008,0.0204081632653061,0.0204081632653061
"5738","250034","Action_28","Morph_56","FLANLE","Play","Locomotebipedal","LocomoteBipedal.1","Bossou",-0.154317360384357,0.0112781954887218,0.0155746509129968
"5739","250034","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",-0.342490308946776,0.0204081632653061,0.0204081632653061
"5740","250034","Action_57","Morph_115","FLANLE","Play","Stompobject","StompObject.1","Bossou",0.0815799869924228,0.0150375939849624,0.0236305048335124
"5741","250041a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.624868339806651,0.0193340494092374,0.0193340494092374
"5742","250041a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.708035793053696,0.0193340494092374,0.0193340494092374
"5743","250041a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.268499253035007,0.0193340494092374,0.0193340494092374
"5744","250041a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.270790204781563,0.0193340494092374,0.0193340494092374
"5745","250035","Action_13","Morph_27","JEJE","Moveaway","Fling","Fling.1","Bossou",-0.603306476560156,0.056390977443609,0.0773361976369495
"5746","250079","Action_4","Morph_13","FANA","Affiliation","Bitekiss","Bite.5","Bossou",0.118671529717499,0.0075187969924812,0.0306122448979592
"5747","250127","Action_42","Morph_88","YO","Moveclose","Push","Push.1","Bossou",0.207826847202317,0.0128893662728249,0.0596133190118153
"5748","250069","Action_38","Morph_76","FANLE","Climbonme","Present","Present.2","Bossou",0.478095799143072,0.00590762620837809,0.0596133190118153
"5749","250020","Action_2","Morph_4","FANLE","Staysame","Bigloudscratch","BigLoudScratch.2","Bossou",1.19966353273784,0.0150375939849624,0.0241675617615467
"5750","250020","Action_44","Morph_99","FANLE","Staysame","Rakeself","RakeSelf.1","Bossou",0.185649346886629,0.00537056928034372,0.00537056928034372
"5751","250020","Action_44","Morph_99","FANLE","Staysame","Rakeself","RakeSelf.1","Bossou",-0.53785429615391,0.00537056928034372,0.00537056928034372
"5752","250020","Action_44","Morph_99","FANLE","Staysame","Rakeself","RakeSelf.1","Bossou",-0.731888008876376,0.00537056928034372,0.00537056928034372
"5753","250020","Action_5","Morph_17","FANLE","Staysame","Bounce","Bounce.1","Bossou",1.06712162157674,0.0204081632653061,0.0204081632653061
"5754","250020","Action_46","Morph_103","FANLE","Staysame","Rockingbipedal","Rocking.1","Bossou",1.19573899939883,0.00322234156820623,0.00214822771213749
"5755","250020","Action_46","Morph_103","FANLE","Staysame","Rockingbipedal","Rocking.1","Bossou",0.89771934628872,0.00322234156820623,0.00214822771213749
"5756","250024a","Action_33","Morph_62","FLANLE","Play","Objectmove","ObjectMove.2","Bossou",0.644482008578664,0.0123523093447905,0.0349087003222342
"5757","250024a","Action_24","Morph_51","FLANLE","Play","Jump","Jump.1","Bossou",-0.596020469829223,0.0128893662728249,0.0128893662728249
"5758","250024a","Action_29","Morph_58","FLANLE","Play","Locomotegallop","LocomoteGallop.1","Bossou",-0.667479433811368,0.0134264232008593,0.0134264232008593
"5759","250024a","Action_29","Morph_58","FLANLE","Play","Locomotegallop","LocomoteGallop.1","Bossou",-0.841647188878389,0.0134264232008593,0.0134264232008593
"5760","250024a","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",-0.224394333215862,0.0204081632653061,0.0204081632653061
"5761","250024a","Action_33","Morph_62","FLANLE","Play","Objectmove","ObjectMove.2","Bossou",-0.811930716549912,0.0123523093447905,0.0349087003222342
"5762","250076a","Action_15","Morph_36","FOAF","Playcontinue","Grabhold","GrabHold.2","Bossou",2.45513449145433,0.00161117078410311,0.0037593984962406
"5763","250149b","Action_57","Morph_115","FANLE","Stopbehaviour","Stompobject","StompObject.1","Bossou",-1.82015894374975,0.0150375939849624,0.0236305048335124
"5764","250149b","Action_20","Morph_45","FANLE","Stopbehaviour","Hitother","HitOther.1","Bossou",-1.13943428318836,0.0263157894736842,0.0402792696025779
"5765","250145a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.460449416440924,0.0193340494092374,0.0193340494092374
"5766","250145a","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.430482871083452,0.0193340494092374,0.0193340494092374
"5767","250145a","Action_61","Morph_130","FLANLE","Play","Throwobject","ThrowObject.1","Bossou",-0.282362910974181,0.0161117078410312,0.0161117078410312
"5768","250004","Action_28","Morph_56","JEJE","Moveaway","Locomotebipedal","LocomoteBipedal.1","Bossou",1.19634377716144,0.0112781954887218,0.0155746509129968
"5769","250004","Action_50","Morph_109","JEJE","Moveaway","Shake","Shake.3","Bossou",0.151002873536527,0.0177228786251343,0.0343716433941998
"5770","250040","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.655445313375934,0.0193340494092374,0.0193340494092374
"5771","250040","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.142367241286922,0.0193340494092374,0.0193340494092374
"5772","250040","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.3051673867928,0.0193340494092374,0.0193340494092374
"5773","250040","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.596020469829223,0.0193340494092374,0.0193340494092374
"5774","250040","Action_43","Morph_96","FLANLE","Play","Raise","Raise.1","Bossou",0.258510695151501,0.0268528464017186,0.0349087003222342
"5775","250031a","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",-0.124430078378177,0.0204081632653061,0.0204081632653061
"5776","250031a","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",1.1400740784757,0.0204081632653061,0.0204081632653061
"5777","250081a","Action_35","Morph_70","FLANLE","Play","Out","Out.1","Bossou",-0.827822083886547,0.0102040816326531,0.0150375939849624
"5778","250076b","Action_3","Morph_12","FANWA","Playcontinue","Bite","Bite.4","Bossou",0.38253760346446,0.00214822771213749,0.00644468313641246
"5779","250059","Action_45","Morph_101","FANLE","Climbonme","Reach","Reach.2","Bossou",-0.594207232705042,0.027389903329753,0.0719656283566058
"5780","250033","Action_28","Morph_56","JEJE","Affiliation","Locomotebipedal","LocomoteBipedal.1","Bossou",0.308954207727321,0.0112781954887218,0.0155746509129968
"5781","250058","Action_51","Morph_111","FLANLE","Stopbehaviour","Spinpirouette","SpinPirouette.1","Bossou",0.234281295724666,0.00322234156820623,0.00322234156820623
"5782","250031b","Action_2","Morph_4","FOAF","Play","Bigloudscratch","BigLoudScratch.2","Bossou",0.693647055601596,0.0150375939849624,0.0241675617615467
"5783","250006","Action_13","Morph_27","FOAF","Moveaway","Fling","Fling.1","Bossou",-0.335472736288129,0.056390977443609,0.0773361976369495
"5784","250006","Action_13","Morph_27","FOAF","Moveaway","Fling","Fling.1","Bossou",-0.336872316642553,0.056390977443609,0.0773361976369495
"5785","250081b","Action_45","Morph_101","FANWA","Play","Reach","Reach.2","Bossou",-0.655851395816248,0.027389903329753,0.0719656283566058
"5786","250123a","Action_63","Morph_140","FANA","Affiliation","Touch","Touch.9","Bossou",-0.174353387144778,0.00698174006444683,0.0429645542427497
"5787","250032","Action_48","Morph_104","FOAF","Playcontinue","Rollover","RollOver.1","Bossou",0.451712359273484,0.00429645542427497,0.00429645542427497
"5788","250128a","Action_62","Morph_131","FLANLE","Affiliation","Throwthreat","ThrowThreat.1","Bossou",0.244513577050402,0.0193340494092374,0.0193340494092374
"5789","250138","Action_54","Morph_114","FLANLE","Play","Stancebipedal","StanceBipedal.1","Bossou",0.102556588325092,0.0171858216970999,0.0171858216970999
"5790","250138","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.155484902840395,0.0193340494092374,0.0193340494092374
"5791","250138","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.750776293396582,0.0193340494092374,0.0193340494092374
"5792","250138","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",-0.0943106794712413,0.0193340494092374,0.0193340494092374
"5793","250138","Action_18","Morph_39","FLANLE","Play","Hitobjectobject","HitObject.1","Bossou",-0.199671195129068,0.0327604726100967,0.00268528464017186
"5794","250109","Action_13","Morph_28","JEJE","Moveaway","Fling","Fling.2","Bossou",-0.524248644098131,0.0209452201933405,0.0773361976369495
"5795","250109","Action_17","Morph_39","JEJE","Moveaway","Hitobject","HitObject.1","Bossou",-0.396009949337409,0.0327604726100967,0.0408163265306122
"5796","25007b","Action_13","Morph_27","FOAF","Moveaway","Fling","Fling.1","Bossou",-0.161343150408763,0.056390977443609,0.0773361976369495
"5797","25007b","Action_13","Morph_27","FOAF","Moveaway","Fling","Fling.1","Bossou",-0.911303190363116,0.056390977443609,0.0773361976369495
"5798","25007b","Action_13","Morph_27","FOAF","Moveaway","Fling","Fling.1","Bossou",-0.3147107448397,0.056390977443609,0.0773361976369495
"5799","250128b","Action_45","Morph_101","VELU","Affiliation","Reach","Reach.2","Bossou",-0.0470916075338506,0.027389903329753,0.0719656283566058
"5800","250027","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",0.273836665629728,0.0204081632653061,0.0204081632653061
"5801","250113","Action_63","Morph_138","FANLE","Affiliation","Touch","Touch.7","Bossou",0.137149838147234,0.0107411385606874,0.0429645542427497
"5802","250026","Action_5","Morph_17","FLANLE","Play","Bounce","Bounce.1","Bossou",0.900567771408919,0.0204081632653061,0.0204081632653061
"5803","250026","Action_29","Morph_58","FLANLE","Play","Locomotegallop","LocomoteGallop.1","Bossou",0.81447946572747,0.0134264232008593,0.0134264232008593
"5804","250118","Action_1","Morph_2","FLANLE","Play","Beckon","Beckon.2","Bossou",-0.342490308946776,0.00268528464017186,0.0123523093447905
"5805","250118","Action_50","Morph_109","FLANLE","Play","Shake","Shake.3","Bossou",-0.916290731874155,0.0177228786251343,0.0343716433941998
"5806","250118","Action_1","Morph_2","FLANLE","Play","Beckon","Beckon.2","Bossou",-0.679244275390954,0.00268528464017186,0.0123523093447905
"5807","250062b","Action_11","Morph_22","FANWA","Affiliation","Embrace","Embrace.1","Bossou",0.821100544870406,0.00161117078410311,0.00859291084854995
"5808","250063b","Action_13","Morph_27","YO","Play","Fling","Fling.1","Bossou",-0.750776293396582,0.056390977443609,0.0773361976369495
"5809","250063b","Action_14","Morph_31","YO","Play","Grab","Grab.3","Bossou",-0.365283318475333,0.00805585392051558,0.023093447905478
"5810","250136","Action_62","Morph_131","FLANLE","Play","Throwthreat","ThrowThreat.1","Bossou",0.415415438961332,0.0193340494092374,0.0193340494092374
"5811","250046b","Action_17","Morph_39","JEJE","Moveaway","Hitobject","HitObject.1","Bossou",-0.569161200778954,0.0327604726100967,0.0408163265306122
"5812","250046b","Action_57","Morph_115","JEJE","Moveaway","Stompobject","StompObject.1","Bossou",-0.423120043346885,0.0150375939849624,0.0236305048335124
"5813","250046b","Action_57","Morph_119","JEJE","Moveaway","Stompobject","StompObject.5","Bossou",0.389335726178281,0.00322234156820623,0.0236305048335124
"5814","250143b","Action_13","Morph_27","FANA","Moveaway","Fling","Fling.1","Bossou",-0.740238788093796,0.056390977443609,0.0773361976369495
"5815","250140a","Action_28","Morph_56","FANWA","Affiliation","Locomotebipedal","LocomoteBipedal.1","Bossou",-0.297059234264378,0.0112781954887218,0.0155746509129968
"5816","250009a","Action_50","Morph_109","FANLE","Affiliation","Shake","Shake.3","Bossou",0.16296882827814,0.0177228786251343,0.0343716433941998
"5817","250009a","Action_5","Morph_17","FANLE","Affiliation","Bounce","Bounce.1","Bossou",-0.44628710262842,0.0204081632653061,0.0204081632653061
"5818","250125a","Action_62","Morph_131","FLANLE","Affiliation","Throwthreat","ThrowThreat.1","Bossou",-0.059750004405774,0.0193340494092374,0.0193340494092374
"5819","250063a","Action_61","Morph_130","FLANLE","Play","Throwobject","ThrowObject.1","Bossou",-0.44628710262842,0.0161117078410312,0.0161117078410312
"5820","250046a","Action_44","Morph_99","FLANLE","Support","Rakeself","RakeSelf.1","Bossou",-0.271808723295491,0.00537056928034372,0.00537056928034372
"5821","250046a","Action_29","Morph_58","FLANLE","Support","Locomotegallop","LocomoteGallop.1","Bossou",0.545227050483323,0.0134264232008593,0.0134264232008593
"5822","250046a","Action_44","Morph_99","FLANLE","Support","Rakeself","RakeSelf.1","Bossou",-0.839329690738027,0.00537056928034372,0.00537056928034372
"5823","250083","Action_2","Morph_4","JEJE","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.80038879592611,0.0150375939849624,0.0241675617615467
"5824","250143a","Action_33","Morph_62","FLANLE","Play","Objectmove","ObjectMove.2","Bossou",0.79253992443798,0.0123523093447905,0.0349087003222342
"5825","250143a","Action_8","Morph_19","FLANLE","Play","Dangle","Dangle.1","Bossou",0.820660500858905,0.0257787325456498,0.0257787325456498
"5826","250115","Action_45","Morph_100","FANA","Moveclose","Reach","Reach.1","Bossou",0.0907543632684641,0.0435016111707841,0.0719656283566058
"5827","250114","Action_5","Morph_17","FANA","Play","Bounce","Bounce.1","Bossou",0.340748793388473,0.0204081632653061,0.0204081632653061
"5828","250092a","Action_42","Morph_90","FANLE","Moveaway","Push","Push.3","Bossou",0.548121408509688,0.0134264232008593,0.0596133190118153
"5829","250140b","Action_63","Morph_135","YO","Affiliation","Touch","Touch.4","Bossou",-0.744440474947496,0.00483351235230934,0.0429645542427497
"5830","250009b","Action_64","Morph_137","JEJE","Affiliation","Touchlongother","Touch.6","Bossou",1.82050888251404,0.00322234156820623,0.0112781954887218
"5831","250125b","Action_45","Morph_101","YO","Affiliation","Reach","Reach.2","Bossou",-0.614336000135655,0.027389903329753,0.0719656283566058
"5832","250125b","Action_63","Morph_135","YO","Affiliation","Touch","Touch.4","Bossou",0.212689093410351,0.00483351235230934,0.0429645542427497
"5833","250152","Action_63","Morph_132","FANLE","Stopbehaviour","Touch","Touch.1","Bossou",0.173112617708645,0.00859291084854995,0.0429645542427497
"5834","250224a","Action_39","Morph_82","VUAVUA","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Bossou",1.45371933743468,0.0354457572502685,0.0290010741138561
"5835","250227","Action_2","Morph_4","PELEY","Givemenurse","Bigloudscratch","BigLoudScratch.2","Bossou",-0.23572233352107,0.0150375939849624,0.0241675617615467
"5836","250227","Action_2","Morph_4","PELEY","Givemenurse","Bigloudscratch","BigLoudScratch.2","Bossou",0.770108221696074,0.0150375939849624,0.0241675617615467
"5837","250227","Action_2","Morph_4","PELEY","Givemenurse","Bigloudscratch","BigLoudScratch.2","Bossou",0.581656804526582,0.0150375939849624,0.0241675617615467
"5838","250227","Action_2","Morph_4","PELEY","Givemenurse","Bigloudscratch","BigLoudScratch.2","Bossou",0.760338430100268,0.0150375939849624,0.0241675617615467
"5839","250211a","Action_13","Morph_28","TUA","Moveaway","Fling","Fling.2","Bossou",-0.556869562267398,0.0209452201933405,0.0773361976369495
"5840","250211a","Action_13","Morph_28","TUA","Moveaway","Fling","Fling.2","Bossou",-1.41881755282545,0.0209452201933405,0.0773361976369495
"5841","250182","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.78154076903372,0.0150375939849624,0.0241675617615467
"5842","250182","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.82454929205105,0.0150375939849624,0.0241675617615467
"5843","250182","Action_38","Morph_75","TUA","Groom","Present","Present.1","Bossou",0.829861003875767,0.0150375939849624,0.0596133190118153
"5844","250180","Action_4","Morph_13","JEJE","Groom","Bitekiss","Bite.5","Bossou",0.653886466606643,0.0075187969924812,0.0306122448979592
"5845","250176","Action_45","Morph_101","FANLE","Giveme","Reach","Reach.2","Bossou",-0.121038328377056,0.027389903329753,0.0719656283566058
"5846","250177","Action_29","Morph_58","YOLO","Play","Locomotegallop","LocomoteGallop.1","Bossou",0.699129252237493,0.0134264232008593,0.0134264232008593
"5847","250177","Action_48","Morph_104","YOLO","Play","Rollover","RollOver.1","Bossou",1.65937028118231,0.00429645542427497,0.00429645542427497
"5848","250211b","Action_13","Morph_28","JEJE","Moveaway","Fling","Fling.2","Bossou",-0.975510091534126,0.0209452201933405,0.0773361976369495
"5849","250211b","Action_35","Morph_70","JEJE","Moveaway","Out","Out.1","Bossou",-0.713349887877465,0.0102040816326531,0.0150375939849624
"5850","250168","Action_63","Morph_140","YO","Moveaway","Touch","Touch.9","Bossou",-0.355247391947547,0.00698174006444683,0.0429645542427497
"5851","250173","Action_12","Morph_26","FANLE","Affiliation","Fingermouth","FingerMouth.1","Bossou",2.07994141672149,0.00429645542427497,0.00429645542427497
"5852","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.46464332753087,0.0150375939849624,0.0241675617615467
"5853","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",0.301584977620772,0.0150375939849624,0.0241675617615467
"5854","250184a","Action_2","Morph_3","TUA","Groom","Bigloudscratch","BigLoudScratch.1","Bossou",0.640273690952877,0.00322234156820623,0.0241675617615467
"5855","250184a","Action_2","Morph_3","TUA","Groom","Bigloudscratch","BigLoudScratch.1","Bossou",1.06746555967127,0.00322234156820623,0.0241675617615467
"5856","250184a","Action_2","Morph_3","TUA","Groom","Bigloudscratch","BigLoudScratch.1","Bossou",1.48568710499793,0.00322234156820623,0.0241675617615467
"5857","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.27982211660937,0.0150375939849624,0.0241675617615467
"5858","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",2.27716471564713,0.0150375939849624,0.0241675617615467
"5859","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",0.743840294875463,0.0150375939849624,0.0241675617615467
"5860","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",1.75006904217385,0.0150375939849624,0.0241675617615467
"5861","250184a","Action_2","Morph_4","TUA","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",0.982452934127824,0.0150375939849624,0.0241675617615467
"5862","250184a","Action_2","Morph_6","TUA","Groom","Bigloudscratch","BigLoudScratch.4","Bossou",1.47017584510059,0.00322234156820623,0.0241675617615467
"5863","250225a","Action_39","Morph_82","PELEY","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Bossou",0.163818085229395,0.0354457572502685,0.0290010741138561
"5864","250238","Action_5","Morph_17","FOKAIYE","Play","Bounce","Bounce.1","Bossou",-0.0377018671840115,0.0204081632653061,0.0204081632653061
"5865","250238","Action_28","Morph_56","FOKAIYE","Play","Locomotebipedal","LocomoteBipedal.1","Bossou",0.131905070879939,0.0112781954887218,0.0155746509129968
"5866","250238","Action_57","Morph_115","FOKAIYE","Play","Stompobject","StompObject.1","Bossou",-1.14885350510486,0.0150375939849624,0.0236305048335124
"5867","250184b","Action_2","Morph_4","YOLO","Groom","Bigloudscratch","BigLoudScratch.2","Bossou",0.609765571620894,0.0150375939849624,0.0241675617615467
"5868","250225a","Action_43","Morph_96","PELEY","Sexualattention","Raise","Raise.1","Bossou",0.0925791812930932,0.0268528464017186,0.0349087003222342
"5869","250225a","Action_43","Morph_96","PELEY","Sexualattention","Raise","Raise.1","Bossou",0.819779831493311,0.0268528464017186,0.0349087003222342
"5870","250156","Action_39","Morph_82","FANA","Groom","Presentgenitalsbackwards","PresentGenitals.1","Bossou",0.770108221696074,0.0354457572502685,0.0290010741138561
"5871","250183a","Action_45","Morph_101","TUA","Groom","Reach","Reach.2","Bossou",-0.616186139423817,0.027389903329753,0.0719656283566058
"5872","250198","Action_17","Morph_39","JEJE","Play","Hitobject","HitObject.1","Bossou",-0.325730140089311,0.0327604726100967,0.0408163265306122
"5873","250198","Action_8","Morph_19","JEJE","Play","Dangle","Dangle.1","Bossou",0.884180677955921,0.0257787325456498,0.0257787325456498
"5874","250155b","Action_54","Morph_114","FANLE","Affiliation","Stancebipedal","StanceBipedal.1","Bossou",1.065400154462,0.0171858216970999,0.0171858216970999
"5875","250240","Action_28","Morph_56","PELEY","Sexualattention","Locomotebipedal","LocomoteBipedal.1","Bossou",0.809150856316251,0.0112781954887218,0.0155746509129968
